	distance	word_pos	sent_pos	sent_nr	subj_nr	token	resolved	rt_fp	spill_fp	inverse_distance	clean_token	reflexive	ana_category	multiple_drefs	word_length	num_prev_anas	target_skipped	spill_skipped
1377	?	7	13	193	23	they	0	500	212	?	they	False	O	True	4	0	0	0
1378	?	7	162	193	24	they	0	92	244	?	they	False	O	True	4	0	0	0
1380	?	7	163	193	27	they	0	172	236	?	they	False	O	True	4	0	0	0
1381	?	7	202	193	28	they	0	336	0	?	they	False	O	True	4	0	0	1
1382	?	7	192	193	29	they	0	200	136	?	they	False	O	True	4	0	0	0
1383	?	7	86	193	30	they	0	220	252	?	they	False	O	True	4	0	0	0
1384	?	7	82	193	31	they	0	152	0	?	they	False	O	True	4	0	0	1
1385	?	7	106	193	32	they	0	336	244	?	they	False	O	True	4	0	0	0
1386	?	7	91	193	33	they	0	168	276	?	they	False	O	True	4	0	0	0
1387	?	7	87	193	34	they	0	192	156	?	they	False	O	True	4	0	0	0
1388	?	7	121	193	35	they	0	196	0	?	they	False	O	True	4	0	0	1
1390	?	7	130	193	37	they	0	172	192	?	they	False	O	True	4	0	0	0
1391	?	7	47	193	38	they	0	216	0	?	they	False	O	True	4	0	0	1
1395	?	7	113	193	42	they	0	132	0	?	they	False	O	True	4	0	0	1
1397	?	4	69	201	1	she	0	284	392	?	she	False	O	False	3	0	0	0
1398	?	4	77	201	2	she	0	144	148	?	she	False	O	False	3	0	0	0
1399	?	4	203	201	3	she	0	188	232	?	she	False	O	False	3	0	0	0
1401	?	4	150	201	5	she	0	420	228	?	she	False	O	False	3	0	0	0
1402	?	4	7	201	6	she	0	132	224	?	she	False	O	False	3	0	0	0
1403	?	4	193	201	7	she	0	148	136	?	she	False	O	False	3	0	0	0
1404	?	4	72	201	8	she	0	148	148	?	she	False	O	False	3	0	0	0
1406	?	4	204	201	11	she	0	184	128	?	she	False	O	False	3	0	0	0
1408	?	4	38	201	13	she	0	168	0	?	she	False	O	False	3	0	0	1
1409	?	4	108	201	14	she	0	168	204	?	she	False	O	False	3	0	0	0
1411	?	4	85	201	16	she	0	204	400	?	she	False	O	False	3	0	0	0
1412	?	4	11	201	17	she	0	204	268	?	she	False	O	False	3	0	0	0
1413	?	4	13	201	18	she	0	464	168	?	she	False	O	False	3	0	0	0
1414	?	4	179	201	19	she	0	208	120	?	she	False	O	False	3	0	0	0
1416	?	4	135	201	21	she	0	120	204	?	she	False	O	False	3	0	0	0
1417	?	4	8	201	22	she	0	328	248	?	she	False	O	False	3	0	0	0
1419	?	4	48	201	24	she	0	276	136	?	she	False	O	False	3	0	0	0
1420	?	4	139	201	25	she	0	152	220	?	she	False	O	False	3	0	0	0
1421	?	4	58	201	27	she	0	208	136	?	she	False	O	False	3	0	0	0
1422	?	4	199	201	28	she	0	156	164	?	she	False	O	False	3	0	0	0
1424	?	4	96	201	30	she	0	268	228	?	she	False	O	False	3	0	0	0
1426	?	4	32	201	32	she	0	200	232	?	she	False	O	False	3	0	0	0
1427	?	4	32	201	33	she	0	176	84	?	she	False	O	False	3	0	0	0
1428	?	4	61	201	34	she	0	236	180	?	she	False	O	False	3	0	0	0
1431	?	4	68	201	37	she	0	112	452	?	she	False	O	False	3	0	0	0
1437	?	4	82	201	43	she	0	116	172	?	she	False	O	False	3	0	0	0
1438	?	9	69	201	1	their	0	412	168	?	their	False	P	True	5	2	0	0
1439	?	9	77	201	2	their	0	144	320	?	their	False	P	True	5	2	0	0
1440	?	9	203	201	3	their	0	108	216	?	their	False	P	True	5	2	0	0
1441	?	9	113	201	4	their	0	228	312	?	their	False	P	True	5	2	0	0
1442	?	9	150	201	5	their	0	192	388	?	their	False	P	True	5	2	0	0
1445	?	9	72	201	8	their	0	384	284	?	their	False	P	True	5	2	0	0
1446	?	9	13	201	10	their	0	324	0	?	their	False	P	True	5	2	0	1
1447	?	9	204	201	11	their	0	156	300	?	their	False	P	True	5	2	0	0
1448	?	9	167	201	12	their	0	152	348	?	their	False	P	True	5	2	0	0
1451	?	9	66	201	15	their	0	108	168	?	their	False	P	True	5	2	0	0
1452	?	9	85	201	16	their	0	412	332	?	their	False	P	True	5	2	0	0
1453	?	9	11	201	17	their	0	140	172	?	their	False	P	True	5	2	0	0
1454	?	9	13	201	18	their	0	256	0	?	their	False	P	True	5	2	0	1
1455	?	9	179	201	19	their	0	168	152	?	their	False	P	True	5	2	0	0
1456	?	9	148	201	20	their	0	216	212	?	their	False	P	True	5	2	0	0
1458	?	9	8	201	22	their	0	228	268	?	their	False	P	True	5	2	0	0
1459	?	9	203	201	23	their	0	272	468	?	their	False	P	True	5	2	0	0
1460	?	9	48	201	24	their	0	188	0	?	their	False	P	True	5	2	0	1
1461	?	9	139	201	25	their	0	152	376	?	their	False	P	True	5	2	0	0
1462	?	9	58	201	27	their	0	484	0	?	their	False	P	True	5	2	0	1
1465	?	9	96	201	30	their	0	224	336	?	their	False	P	True	5	2	0	0
1467	?	9	32	201	32	their	0	312	208	?	their	False	P	True	5	2	0	0
1468	?	9	32	201	33	their	0	244	160	?	their	False	P	True	5	2	0	0
1469	?	9	61	201	34	their	0	284	284	?	their	False	P	True	5	2	0	0
1470	?	9	73	201	35	their	0	188	188	?	their	False	P	True	5	2	0	0
1471	?	9	58	201	36	their	0	180	0	?	their	False	P	True	5	2	0	1
1472	?	9	68	201	37	their	0	164	284	?	their	False	P	True	5	2	0	0
1473	?	9	43	201	38	their	0	148	212	?	their	False	P	True	5	2	0	0
1475	?	9	110	201	40	their	0	156	140	?	their	False	P	True	5	2	0	0
1476	?	9	190	201	41	their	0	296	424	?	their	False	P	True	5	2	0	0
1478	?	9	82	201	43	their	0	108	344	?	their	False	P	True	5	2	0	0
1479	?	4	19	202	1	him	0	492	168	?	him	False	O	False	3	0	0	0
1480	?	4	93	202	2	him	0	160	0	?	him	False	O	False	3	0	0	1
1481	?	4	74	202	3	him	0	284	168	?	him	False	O	False	3	0	0	0
1486	?	4	201	202	8	him	0	168	112	?	him	False	O	False	3	0	0	0
1487	?	4	51	202	10	him	0	160	156	?	him	False	O	False	3	0	0	0
1488	?	4	69	202	11	him	0	168	144	?	him	False	O	False	3	0	0	0
1489	?	4	172	202	12	him	0	132	0	?	him	False	O	False	3	0	0	1
1490	?	4	191	202	13	him	0	208	260	?	him	False	O	False	3	0	0	0
1491	?	4	16	202	14	him	0	216	200	?	him	False	O	False	3	0	0	0
1493	?	4	130	202	16	him	0	164	284	?	him	False	O	False	3	0	0	0
1494	?	4	146	202	17	him	0	180	0	?	him	False	O	False	3	0	0	1
1496	?	4	49	202	19	him	0	180	140	?	him	False	O	False	3	0	0	0
1497	?	4	77	202	20	him	0	148	200	?	him	False	O	False	3	0	0	0
1498	?	4	99	202	21	him	0	204	0	?	him	False	O	False	3	0	0	1
1499	?	4	138	202	22	him	0	188	184	?	him	False	O	False	3	0	0	0
1500	?	4	151	202	23	him	0	284	180	?	him	False	O	False	3	0	0	0
1501	?	4	122	202	24	him	0	276	216	?	him	False	O	False	3	0	0	0
1504	?	4	39	202	28	him	0	520	372	?	him	False	O	False	3	0	0	0
1506	?	4	11	202	30	him	0	96	180	?	him	False	O	False	3	0	0	0
1508	?	4	188	202	32	him	0	192	0	?	him	False	O	False	3	0	0	1
1509	?	4	55	202	33	him	0	180	160	?	him	False	O	False	3	0	0	0
1510	?	4	147	202	34	him	0	176	0	?	him	False	O	False	3	0	0	1
1511	?	4	89	202	35	him	0	196	0	?	him	False	O	False	3	0	0	1
1513	?	4	140	202	37	him	0	196	116	?	him	False	O	False	3	0	0	0
1515	?	4	7	202	39	him	0	208	176	?	him	False	O	False	3	0	0	0
1519	?	4	100	202	43	him	0	168	192	?	him	False	O	False	3	0	0	0
1520	?	5	170	227	1	her	0	324	320	?	her	False	O	False	3	0	0	0
1521	?	5	88	227	2	her	0	224	180	?	her	False	O	False	3	0	0	0
1522	?	5	56	227	3	her	0	132	184	?	her	False	O	False	3	0	0	0
1524	?	5	6	227	5	her	0	236	160	?	her	False	O	False	3	0	0	0
1526	?	5	36	227	7	her	0	144	0	?	her	False	O	False	3	0	0	1
1527	?	5	172	227	8	her	0	376	184	?	her	False	O	False	3	0	0	0
1528	?	5	152	227	10	her	0	148	156	?	her	False	O	False	3	0	0	0
1529	?	5	164	227	11	her	0	176	168	?	her	False	O	False	3	0	0	0
1530	?	5	102	227	12	her	0	256	164	?	her	False	O	False	3	0	0	0
1534	?	5	29	227	16	her	0	220	308	?	her	False	O	False	3	0	0	0
1535	?	5	64	227	17	her	0	180	168	?	her	False	O	False	3	0	0	0
1536	?	5	27	227	18	her	0	168	0	?	her	False	O	False	3	0	0	1
1537	?	5	29	227	19	her	0	456	0	?	her	False	O	False	3	0	0	1
1538	?	5	188	227	20	her	0	356	0	?	her	False	O	False	3	0	0	1
1540	?	5	93	227	22	her	0	344	0	?	her	False	O	False	3	0	0	1
1541	?	5	18	227	23	her	0	408	192	?	her	False	O	False	3	0	0	0
1542	?	5	171	227	24	her	0	268	268	?	her	False	O	False	3	0	0	0
1543	?	5	141	227	25	her	0	392	0	?	her	False	O	False	3	0	0	1
1544	?	5	65	227	27	her	0	240	504	?	her	False	O	False	3	0	0	0
1545	?	5	70	227	28	her	0	384	360	?	her	False	O	False	3	0	0	0
1547	?	5	138	227	30	her	0	220	312	?	her	False	O	False	3	0	0	0
1549	?	5	87	227	32	her	0	344	192	?	her	False	O	False	3	0	0	0
1550	?	5	33	227	33	her	0	224	204	?	her	False	O	False	3	0	0	0
1551	?	5	188	227	34	her	0	176	180	?	her	False	O	False	3	0	0	0
1552	?	5	157	227	35	her	0	192	156	?	her	False	O	False	3	0	0	0
1553	?	5	12	227	36	her	0	200	0	?	her	False	O	False	3	0	0	1
1554	?	5	57	227	37	her	0	204	628	?	her	False	O	False	3	0	0	0
1555	?	5	200	227	38	her	0	260	0	?	her	False	O	False	3	0	0	1
1557	?	5	64	227	40	her	0	300	156	?	her	False	O	False	3	0	0	0
1560	?	5	40	227	43	her	0	288	220	?	her	False	O	False	3	0	0	0
1561	?	3	162	228	1	he	0	188	216	?	he	False	O	False	2	1	0	0
1562	?	3	50	228	2	he	0	168	0	?	he	False	O	False	2	1	0	1
1563	?	3	80	228	3	he	0	168	524	?	he	False	O	False	2	1	0	0
1567	?	3	34	228	7	he	0	96	0	?	he	False	O	False	2	1	0	1
1570	?	3	28	228	11	he	0	164	132	?	he	False	O	False	2	1	0	0
1576	?	3	153	228	17	he	0	336	160	?	he	False	O	False	2	1	0	0
1579	?	3	113	228	20	he	0	144	0	?	he	False	O	False	2	1	0	1
1582	?	3	3	228	23	he	0	164	328	?	he	False	O	False	2	1	0	0
1584	?	3	124	228	25	he	0	284	180	?	he	False	O	False	2	1	0	0
1588	?	3	75	228	30	he	0	288	140	?	he	False	O	False	2	1	0	0
1591	?	3	184	228	33	he	0	252	232	?	he	False	O	False	2	1	0	0
1593	?	3	118	228	35	he	0	164	0	?	he	False	O	False	2	1	0	1
1595	?	3	54	228	37	he	0	116	160	?	he	False	O	False	2	1	0	0
1596	?	3	183	228	38	he	0	132	0	?	he	False	O	False	2	1	0	1
1600	?	3	91	228	42	he	0	296	132	?	he	False	O	False	2	1	0	0
1601	?	3	95	228	43	he	0	212	200	?	he	False	O	False	2	1	0	0
1608	?	9	163	235	7	us	0	140	0	?	us	False	O	False	2	1	0	1
1615	?	9	128	235	15	us	0	52	0	?	us	False	O	False	2	1	0	1
1616	?	9	58	235	16	us	0	192	184	?	us	False	O	False	2	1	0	0
1618	?	9	52	235	19	us	0	108	428	?	us	False	O	False	2	1	0	0
1620	?	9	95	235	21	us	0	140	0	?	us	False	O	False	2	1	0	1
1622	?	9	117	235	23	us	0	200	200	?	us	False	O	False	2	1	0	0
1626	?	9	83	235	28	us	0	180	0	?	us	False	O	False	2	1	0	1
1627	?	9	189	235	29	us	0	192	0	?	us	False	O	False	2	1	0	1
1628	?	9	192	235	30	us	0	76	0	?	us	False	O	False	2	1	0	1
1634	?	9	43	235	36	us	0	144	0	?	us	False	O	False	2	1	0	1
1643	?	10	66	241	2	this	0	208	136	?	this	False	O	False	4	1	0	0
1644	?	10	22	241	3	this	0	192	300	?	this	False	O	False	4	1	0	0
1645	?	10	161	241	4	this	0	212	0	?	this	False	O	False	4	1	0	1
1646	?	10	50	241	5	this	0	240	184	?	this	False	O	False	4	1	0	0
1651	?	10	20	241	10	this	0	64	92	?	this	False	O	False	4	1	0	0
1657	?	10	170	241	16	this	0	148	148	?	this	False	O	False	4	1	0	0
1659	?	10	40	241	19	this	0	156	168	?	this	False	O	False	4	1	0	0
1663	?	10	190	241	23	this	0	220	228	?	this	False	O	False	4	1	0	0
1664	?	10	140	241	24	this	0	208	168	?	this	False	O	False	4	1	0	0
1665	?	10	42	241	25	this	0	120	220	?	this	False	O	False	4	1	0	0
1666	?	10	203	241	27	this	0	212	0	?	this	False	O	False	4	1	0	1
1669	?	10	88	241	30	this	0	104	228	?	this	False	O	False	4	1	0	0
1671	?	10	171	241	32	this	0	220	164	?	this	False	O	False	4	1	0	0
1672	?	10	72	241	33	this	0	188	136	?	this	False	O	False	4	1	0	0
1673	?	10	21	241	34	this	0	140	0	?	this	False	O	False	4	1	0	1
1674	?	10	131	241	35	this	0	188	136	?	this	False	O	False	4	1	0	0
1676	?	10	171	241	37	this	0	192	124	?	this	False	O	False	4	1	0	0
1680	?	10	88	241	41	this	0	220	0	?	this	False	O	False	4	1	0	1
1682	?	10	175	241	43	this	0	156	192	?	this	False	O	False	4	1	0	0
1684	-3	4	166	3	2	his	1	152	316	-3	his	False	P	False	3	1	0	0
1685	-3	4	142	3	3	his	1	116	0	-3	his	False	P	False	3	1	0	1
1686	-3	4	36	3	4	his	1	264	216	-3	his	False	P	False	3	1	0	0
1689	-3	4	48	3	7	his	1	168	208	-3	his	False	P	False	3	1	0	0
1690	-3	4	7	3	8	his	1	276	148	-3	his	False	P	False	3	1	0	0
1692	-3	4	135	3	11	his	1	260	252	-3	his	False	P	False	3	1	0	0
1693	-3	4	164	3	12	his	1	192	200	-3	his	False	P	False	3	1	0	0
1695	-3	4	48	3	14	his	1	176	156	-3	his	False	P	False	3	1	0	0
1696	-3	4	13	3	15	his	1	360	96	-3	his	False	P	False	3	1	0	0
1697	-3	4	22	3	16	his	1	428	1232	-3	his	False	P	False	3	1	0	0
1700	-3	4	89	3	19	his	1	204	0	-3	his	False	P	False	3	1	0	1
1701	-3	4	57	3	20	his	1	212	220	-3	his	False	P	False	3	1	0	0
1704	-3	4	50	3	23	his	1	176	840	-3	his	False	P	False	3	1	0	0
1706	-3	4	140	3	25	his	1	260	164	-3	his	False	P	False	3	1	0	0
1707	-3	4	45	3	27	his	1	140	332	-3	his	False	P	False	3	1	0	0
1710	-3	4	151	3	30	his	1	164	192	-3	his	False	P	False	3	1	0	0
1711	-3	4	57	3	31	his	1	152	188	-3	his	False	P	False	3	1	0	0
1712	-3	4	156	3	32	his	1	164	272	-3	his	False	P	False	3	1	0	0
1715	-3	4	29	3	35	his	1	188	636	-3	his	False	P	False	3	1	0	0
1717	-3	4	194	3	37	his	1	368	188	-3	his	False	P	False	3	1	0	0
1718	-3	4	114	3	38	his	1	216	188	-3	his	False	P	False	3	1	0	0
1720	-3	4	20	3	40	his	1	476	0	-3	his	False	P	False	3	1	0	1
1721	-3	4	185	3	41	his	1	212	148	-3	his	False	P	False	3	1	0	0
1724	-3	3	15	16	1	his	1	260	164	-3	his	False	P	False	3	0	0	0
1725	-3	3	101	16	2	his	1	136	128	-3	his	False	P	False	3	0	0	0
1726	-3	3	59	16	3	his	1	168	248	-3	his	False	P	False	3	0	0	0
1727	-3	3	148	16	4	his	1	148	332	-3	his	False	P	False	3	0	0	0
1728	-3	3	72	16	5	his	1	164	192	-3	his	False	P	False	3	0	0	0
1729	-3	3	192	16	6	his	1	124	0	-3	his	False	P	False	3	0	0	1
1730	-3	3	195	16	7	his	1	160	0	-3	his	False	P	False	3	0	0	1
1731	-3	3	22	16	8	his	1	196	140	-3	his	False	P	False	3	0	0	0
1732	-3	3	5	16	9	his	1	196	164	-3	his	False	P	False	3	0	0	0
1733	-3	3	86	16	10	his	1	156	68	-3	his	False	P	False	3	0	0	0
1734	-3	3	16	16	11	his	1	136	216	-3	his	False	P	False	3	0	0	0
1736	-3	3	139	16	13	his	1	184	0	-3	his	False	P	False	3	0	0	1
1737	-3	3	177	16	14	his	1	256	0	-3	his	False	P	False	3	0	0	1
1738	-3	3	142	16	15	his	1	196	0	-3	his	False	P	False	3	0	0	1
1739	-3	3	113	16	16	his	1	212	164	-3	his	False	P	False	3	0	0	0
1741	-3	3	45	16	18	his	1	252	136	-3	his	False	P	False	3	0	0	0
1742	-3	3	8	16	19	his	1	160	236	-3	his	False	P	False	3	0	0	0
1744	-3	3	55	16	21	his	1	212	120	-3	his	False	P	False	3	0	0	0
1745	-3	3	101	16	22	his	1	388	0	-3	his	False	P	False	3	0	0	1
1746	-3	3	103	16	23	his	1	288	264	-3	his	False	P	False	3	0	0	0
1747	-3	3	40	16	24	his	1	160	204	-3	his	False	P	False	3	0	0	0
1748	-3	3	166	16	25	his	1	136	148	-3	his	False	P	False	3	0	0	0
1749	-3	3	26	16	27	his	1	72	300	-3	his	False	P	False	3	0	0	0
1751	-3	3	97	16	29	his	1	180	188	-3	his	False	P	False	3	0	0	0
1752	-3	3	70	16	30	his	1	276	212	-3	his	False	P	False	3	0	0	0
1753	-3	3	136	16	31	his	1	144	120	-3	his	False	P	False	3	0	0	0
1754	-3	3	41	16	32	his	1	184	200	-3	his	False	P	False	3	0	0	0
1755	-3	3	2	16	33	his	1	188	136	-3	his	False	P	False	3	0	0	0
1756	-3	3	92	16	34	his	1	220	424	-3	his	False	P	False	3	0	0	0
1758	-3	3	186	16	36	his	1	180	252	-3	his	False	P	False	3	0	0	0
1759	-3	3	49	16	37	his	1	212	128	-3	his	False	P	False	3	0	0	0
1766	-3	4	158	17	1	his	1	344	136	-3	his	False	P	False	3	0	0	0
1767	-3	4	197	17	2	his	1	168	0	-3	his	False	P	False	3	0	0	1
1768	-3	4	122	17	3	his	1	144	184	-3	his	False	P	False	3	0	0	0
1769	-3	4	5	17	4	his	1	172	288	-3	his	False	P	False	3	0	0	0
1771	-3	4	86	17	6	his	1	184	444	-3	his	False	P	False	3	0	0	0
1773	-3	4	51	17	8	his	1	196	248	-3	his	False	P	False	3	0	0	0
1775	-3	4	37	17	11	his	1	124	132	-3	his	False	P	False	3	0	0	0
1776	-3	4	143	17	12	his	1	224	116	-3	his	False	P	False	3	0	0	0
1777	-3	4	52	17	13	his	1	208	168	-3	his	False	P	False	3	0	0	0
1778	-3	4	22	17	14	his	1	208	216	-3	his	False	P	False	3	0	0	0
1780	-3	4	169	17	16	his	1	412	464	-3	his	False	P	False	3	0	0	0
1781	-3	4	86	17	17	his	1	292	308	-3	his	False	P	False	3	0	0	0
1782	-3	4	115	17	18	his	1	208	0	-3	his	False	P	False	3	0	0	1
1783	-3	4	205	17	19	his	1	244	168	-3	his	False	P	False	3	0	0	0
1786	-3	4	52	17	22	his	1	288	196	-3	his	False	P	False	3	0	0	0
1787	-3	4	75	17	23	his	1	184	200	-3	his	False	P	False	3	0	0	0
1789	-3	4	103	17	25	his	1	316	192	-3	his	False	P	False	3	0	0	0
1790	-3	4	195	17	27	his	1	228	28	-3	his	False	P	False	3	0	0	0
1791	-3	4	77	17	28	his	1	140	160	-3	his	False	P	False	3	0	0	0
1795	-3	4	138	17	32	his	1	444	168	-3	his	False	P	False	3	0	0	0
1796	-3	4	46	17	33	his	1	136	124	-3	his	False	P	False	3	0	0	0
1797	-3	4	69	17	34	his	1	252	252	-3	his	False	P	False	3	0	0	0
1798	-3	4	102	17	35	his	1	144	156	-3	his	False	P	False	3	0	0	0
1800	-3	4	112	17	37	his	1	156	240	-3	his	False	P	False	3	0	0	0
1801	-3	4	82	17	38	his	1	248	144	-3	his	False	P	False	3	0	0	0
1803	-3	4	47	17	40	his	1	140	140	-3	his	False	P	False	3	0	0	0
1806	-3	4	28	17	43	his	1	180	228	-3	his	False	P	False	3	0	0	0
1807	-4	5	33	18	1	his	1	248	264	-4	his	False	P	False	3	1	0	0
1808	-4	5	120	18	2	his	1	156	0	-4	his	False	P	False	3	1	0	1
1809	-4	5	75	18	3	his	1	336	0	-4	his	False	P	False	3	1	0	1
1810	-4	5	105	18	4	his	1	644	0	-4	his	False	P	False	3	1	0	1
1812	-4	5	46	18	6	his	1	176	80	-4	his	False	P	False	3	1	0	0
1813	-4	5	107	18	7	his	1	80	0	-4	his	False	P	False	3	1	0	1
1814	-4	5	153	18	8	his	1	212	0	-4	his	False	P	False	3	1	0	1
1815	-4	5	135	18	10	his	1	336	524	-4	his	False	P	False	3	1	0	0
1816	-4	5	201	18	11	his	1	196	108	-4	his	False	P	False	3	1	0	0
1817	-4	5	177	18	12	his	1	128	0	-4	his	False	P	False	3	1	0	1
1819	-4	5	149	18	14	his	1	288	0	-4	his	False	P	False	3	1	0	1
1820	-4	5	36	18	15	his	1	232	0	-4	his	False	P	False	3	1	0	1
1821	-4	5	38	18	16	his	1	248	580	-4	his	False	P	False	3	1	0	0
1822	-4	5	84	18	17	his	1	172	116	-4	his	False	P	False	3	1	0	0
1823	-4	5	147	18	18	his	1	292	0	-4	his	False	P	False	3	1	0	1
1824	-4	5	51	18	19	his	1	64	152	-4	his	False	P	False	3	1	0	0
1828	-4	5	175	18	23	his	1	172	176	-4	his	False	P	False	3	1	0	0
1829	-4	5	136	18	24	his	1	440	276	-4	his	False	P	False	3	1	0	0
1830	-4	5	158	18	25	his	1	220	104	-4	his	False	P	False	3	1	0	0
1831	-4	5	13	18	27	his	1	308	280	-4	his	False	P	False	3	1	0	0
1832	-4	5	157	18	28	his	1	324	148	-4	his	False	P	False	3	1	0	0
1833	-4	5	203	18	29	his	1	196	348	-4	his	False	P	False	3	1	0	0
1836	-4	5	203	18	32	his	1	164	0	-4	his	False	P	False	3	1	0	1
1837	-4	5	29	18	33	his	1	176	132	-4	his	False	P	False	3	1	0	0
1838	-4	5	58	18	34	his	1	168	0	-4	his	False	P	False	3	1	0	1
1840	-4	5	22	18	36	his	1	236	0	-4	his	False	P	False	3	1	0	1
1841	-4	5	188	18	37	his	1	176	140	-4	his	False	P	False	3	1	0	0
1842	-4	5	141	18	38	his	1	192	88	-4	his	False	P	False	3	1	0	0
1845	-4	5	136	18	41	his	1	312	372	-4	his	False	P	False	3	1	0	0
1846	-4	5	184	18	42	his	1	204	0	-4	his	False	P	False	3	1	0	1
1847	-4	5	195	18	43	his	1	148	188	-4	his	False	P	False	3	1	0	0
1848	-3	3	106	20	1	his	1	296	0	-3	his	False	P	False	3	1	0	1
1849	-3	3	202	20	2	his	1	160	276	-3	his	False	P	False	3	1	0	0
1850	-3	3	120	20	3	his	1	340	0	-3	his	False	P	False	3	1	0	1
1851	-3	3	102	20	4	his	1	196	220	-3	his	False	P	False	3	1	0	0
1852	-3	3	131	20	5	his	1	268	432	-3	his	False	P	False	3	1	0	0
1854	-3	3	63	20	7	his	1	172	0	-3	his	False	P	False	3	1	0	1
1855	-3	3	139	20	8	his	1	188	204	-3	his	False	P	False	3	1	0	0
1857	-3	3	197	20	11	his	1	156	156	-3	his	False	P	False	3	1	0	0
1859	-3	3	67	20	13	his	1	200	236	-3	his	False	P	False	3	1	0	0
1860	-3	3	203	20	14	his	1	204	244	-3	his	False	P	False	3	1	0	0
1861	-3	3	40	20	15	his	1	264	404	-3	his	False	P	False	3	1	0	0
1862	-3	3	103	20	16	his	1	152	192	-3	his	False	P	False	3	1	0	0
1865	-3	3	72	20	19	his	1	180	204	-3	his	False	P	False	3	1	0	0
1866	-3	3	105	20	20	his	1	156	188	-3	his	False	P	False	3	1	0	0
1868	-3	3	203	20	22	his	1	184	188	-3	his	False	P	False	3	1	0	0
1869	-3	3	200	20	23	his	1	192	0	-3	his	False	P	False	3	1	0	1
1870	-3	3	90	20	24	his	1	168	196	-3	his	False	P	False	3	1	0	0
1872	-3	3	173	20	27	his	1	272	284	-3	his	False	P	False	3	1	0	0
1874	-3	3	153	20	29	his	1	148	156	-3	his	False	P	False	3	1	0	0
1875	-3	3	199	20	30	his	1	172	0	-3	his	False	P	False	3	1	0	1
1876	-3	3	200	20	31	his	1	52	172	-3	his	False	P	False	3	1	0	0
1877	-3	3	14	20	32	his	1	224	116	-3	his	False	P	False	3	1	0	0
1878	-3	3	119	20	33	his	1	176	140	-3	his	False	P	False	3	1	0	0
1879	-3	3	127	20	34	his	1	148	352	-3	his	False	P	False	3	1	0	0
1880	-3	3	175	20	35	his	1	352	280	-3	his	False	P	False	3	1	0	0
1881	-3	3	143	20	36	his	1	360	0	-3	his	False	P	False	3	1	0	1
1882	-3	3	78	20	37	his	1	204	168	-3	his	False	P	False	3	1	0	0
1883	-3	3	113	20	38	his	1	280	0	-3	his	False	P	False	3	1	0	1
1886	-3	3	5	20	42	his	1	200	304	-3	his	False	P	False	3	1	0	0
1887	-3	3	162	20	43	his	1	224	160	-3	his	False	P	False	3	1	0	0
1888	-3	3	114	21	1	his	1	244	148	-3	his	False	P	False	3	1	0	0
1889	-3	3	44	21	2	his	1	92	80	-3	his	False	P	False	3	1	0	0
1890	-3	3	10	21	3	his	1	380	132	-3	his	False	P	False	3	1	0	0
1892	-3	3	15	21	5	his	1	240	144	-3	his	False	P	False	3	1	0	0
1894	-3	3	86	21	7	his	1	156	0	-3	his	False	P	False	3	1	0	1
1895	-3	3	86	21	8	his	1	180	200	-3	his	False	P	False	3	1	0	0
1896	-3	3	146	21	10	his	1	140	128	-3	his	False	P	False	3	1	0	0
1897	-3	3	70	21	11	his	1	152	136	-3	his	False	P	False	3	1	0	0
1898	-3	3	36	21	12	his	1	116	224	-3	his	False	P	False	3	1	0	0
1899	-3	3	142	21	13	his	1	180	156	-3	his	False	P	False	3	1	0	0
1901	-3	3	30	21	15	his	1	256	232	-3	his	False	P	False	3	1	0	0
1902	-3	3	48	21	16	his	1	192	144	-3	his	False	P	False	3	1	0	0
1903	-3	3	155	21	17	his	1	136	400	-3	his	False	P	False	3	1	0	0
1905	-3	3	42	21	19	his	1	72	296	-3	his	False	P	False	3	1	0	0
1907	-3	3	63	21	21	his	1	144	52	-3	his	False	P	False	3	1	0	0
1909	-3	3	138	21	23	his	1	120	220	-3	his	False	P	False	3	1	0	0
1910	-3	3	146	21	24	his	1	152	164	-3	his	False	P	False	3	1	0	0
1913	-3	3	87	21	28	his	1	276	212	-3	his	False	P	False	3	1	0	0
1915	-3	3	95	21	30	his	1	280	164	-3	his	False	P	False	3	1	0	0
1917	-3	3	154	21	32	his	1	264	236	-3	his	False	P	False	3	1	0	0
1918	-3	3	128	21	33	his	1	160	144	-3	his	False	P	False	3	1	0	0
1919	-3	3	152	21	34	his	1	164	0	-3	his	False	P	False	3	1	0	1
1920	-3	3	95	21	35	his	1	116	584	-3	his	False	P	False	3	1	0	0
1922	-3	3	190	21	37	his	1	124	180	-3	his	False	P	False	3	1	0	0
1925	-3	3	67	21	40	his	1	224	304	-3	his	False	P	False	3	1	0	0
1928	-3	3	93	21	43	his	1	128	212	-3	his	False	P	False	3	1	0	0
1929	-4	5	138	32	1	our	1	256	0	-4	our	False	P	True	3	1	0	1
1930	-4	5	70	32	2	our	1	176	0	-4	our	False	P	True	3	1	0	1
1931	-4	5	87	32	3	our	1	348	0	-4	our	False	P	True	3	1	0	1
1932	-4	5	26	32	4	our	1	132	0	-4	our	False	P	True	3	1	0	1
1933	-4	5	115	32	5	our	1	304	0	-4	our	False	P	True	3	1	0	1
1934	-4	5	72	32	6	our	1	312	248	-4	our	False	P	True	3	1	0	0
1935	-4	5	73	32	7	our	1	140	0	-4	our	False	P	True	3	1	0	1
